0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,6,0,0,0,0,4,2,4,1,0,3,6,1,5,0,0,1,2,9,2,2,3,1,0,5,8,5,2,18,2,6,20,3,3,16,5,0,12,13,3,12,12,13,11,8,14,4,11,0,19,12,6,6,5,9,2,11,7,8,6,5,11,5,7,29,11,2,8,3,20,14,20,11,20,21,10,23,13,5,15,9,10,29,4,11,20,4,9,17,19,25,6,24,9,10,12,17,7,11,10,5,2,14,7,5,14,15,23,22,4,6,12,9,6,3,22,9,2,17,12,10,5,28,11,9,10,21,13,24,20,12,7,12,8,1,17,7,18,10,12,9,8,14,5,7,17,8,14,14,16,9,10,13,12,10,2,5,14,23,10,3,6,11,24,14,8,8,3,18,16,2,9,12,3,25,40,25,25,20,26,32,52,37,50,51,36,21,25,23,18,37,48,23,21,22,58,49,40,55,32,13,39,18,21,8,14,30,32,29,12,23,45,29,43,21,31,76,32,13,53,51,38,39,27,11,49,61,47,4,9,46,18,25,12,56,30,43,52,24,37,36,37,72,54,79,87,37,40,19,88,70,47,87,52,34,79,66,30,70,51,84,33,42,68,52,59,70,79,92,112,63,64,35,129,82,67,38,138,84,102,73,77,82,63,78,62,52,165,74,137,73,75,101,73,112,60,146,143,106,64,123,94,75,126,106,53,67,97,126,41,73,87,85,48,54,108,52,116,119,103,94,112,127,82,89,110,139,66,35,84,76,69,96,83,43,66,114,99,80,129,104,111,81,122,150,96,80,81,45,68,26,87,74,120,75,80,97,112,124,78,110,64,38,94,120,59,96,53,95,93,55,102,75,118,85,66,74,128,119,100,63,94,115,35,45,135,88,49,89,188,145,166,149,145,178,151,103,132,112,102,120,174,56,96,120,165,116,96,71,140,142,100,166,96,52,39,136,162,69,77,84,136,79,195,145,103,98,113,86,63,84,113,99,151,126,114,173,182,137,99,122,115,91,126,153,105,69,178,71,158,107,151,93,79,100,245,183,142,83,134,95,92,87,129,62,138,90,54,46,102,50,59,59,75,101,102,105,79,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3,1,0,0,0,2,0,0,1,2,0,1,1,0,0,0,6,3,0,1,0,3,2,5,6,1,3,2,6,3,5,4,5,4,6,1,0,2,3,3,0,8,8,6,2,7,4,4,9,5,2,6,2,7,5,3,6,3,6,3,1,2,5,3,7,7,3,3,9,7,6,3,0,6,6,3,4,4,4,9,4,2,9,9,7,5,4,5,3,4,4,5,8,7,1,2,5,5,10,6,9,6,5,3,7,4,6,3,9,12,15,17,28,15,23,22,40,28,35,22,9,25,35,15,15,20,33,14,17,17,28,21,20,19,36,5,29,12,8,13,23,21,24,21,17,25,20,31,6,19,9,12,14,22,36,22,12,25,24,21,23,17,25,6,8,55,47,31,29,28,24,22,18,15,31,25,16,36,26,47,26,23,8,18,31,10,34,22,15,22,14,33,21,23,18,24,20,18,13,16,8,29,18,33,7,10,32,15,19,18,27,28,32,24,42,20,20,25,23,8,7,20,19,52,13,27,38,22,34,17,18,18,29,29,24,50,26,22,51,39,20,17,20,29,21,21,34,25,22,46,18,32,31,25,36,26,58,40,23,45,44,15,26,37,23,60,35,43,65,45,28,59,56,22,79,48,55,24,57,44,77,65,50,42,41,21,96,55,74,63,123,89,92,151,65,118,116,136,157,203,203,152,148,203,210,195,191,109,331,172,215,269,219,199,253,245,245,178,315,242,189,141,135,228,351,278,284,218,348,339,286,412,308,222,197,144,233,277,200,163,601,606,560,503,437,499,286,743,237,564,935,484,289,533,323,701,258,724,334,317,290,314,207,868,662,308,707,470,696,361,851,461,733,667,765,868,546,378,532,550,458,602,305,778,281,265,271,537,595,310,260,504,350,134,614,725,342,680,740,527,711,681,285,414,794,712,324,385,259,274,749,799,906,271,228,735,555,809,663,259,615,326,310,509,339,513,405,776,493,533,625,428,368,527,119,475,56,103,253,107,284,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0;6;0;0;0;0;4;2;4;1;0;3;6;1;5;0;0;1;2;9;2;2;3;1;0;5;8;5;2;18;2;6;20;3;3;16;5;0;12;13;3;12;12;13;11;8;14;4;11;0;19;12;6;6;5;9;2;11;7;8;6;5;11;5;7;29;11;2;8;3;20;14;20;11;20;21;10;23;13;5;15;9;10;29;4;11;20;4;9;17;19;25;6;24;9;10;12;17;7;11;10;5;2;14;7;5;14;15;23;22;4;6;12;9;6;3;22;9;2;17;12;10;5;28;11;9;10;21;13;24;20;12;7;12;8;1;17;7;18;10;12;9;8;14;5;7;17;8;14;14;16;9;10;13;12;10;2;5;14;23;10;3;6;11;24;14;8;8;3;18;16;2;9;12;3;25;40;25;25;20;26;32;52;37;50;51;36;21;25;23;18;37;48;23;21;22;58;49;40;55;32;13;39;18;21;8;14;30;32;29;12;23;45;29;43;21;31;76;32;13;53;51;38;39;27;11;49;61;47;4;9;46;18;25;12;56;30;43;52;24;37;36;37;72;54;79;87;37;40;19;88;70;47;87;52;34;79;66;30;70;51;84;33;42;68;52;59;70;79;92;112;63;64;35;129;82;67;38;138;84;102;73;77;82;63;78;62;52;165;74;137;73;75;101;73;112;60;146;143;106;64;123;94;75;126;106;53;67;97;126;41;73;87;85;48;54;108;52;116;119;103;94;112;127;82;89;110;139;66;35;84;76;69;96;83;43;66;114;99;80;129;104;111;81;122;150;96;80;81;45;68;26;87;74;120;75;80;97;112;124;78;110;64;38;94;120;59;96;53;95;93;55;102;75;118;85;66;74;128;119;100;63;94;115;35;45;135;88;49;89;188;145;166;149;145;178;151;103;132;112;102;120;174;56;96;120;165;116;96;71;140;142;100;166;96;52;39;136;162;69;77;84;136;79;195;145;103;98;113;86;63;84;113;99;151;126;114;173;182;137;99;122;115;91;126;153;105;69;178;71;158;107;151;93;79;100;245;183;142;83;134;95;92;87;129;62;138;90;54;46;102;50;59;59;75;101;102;105;79
;;;;0;0;0;0;0;0;0;0;1;0;2;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;0;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;3;3;1;0;0;0;2;0;0;1;2;0;1;1;0;0;0;6;3;0;1;0;3;2;5;6;1;3;2;6;3;5;4;5;4;6;1;0;2;3;3;0;8;8;6;2;7;4;4;9;5;2;6;2;7;5;3;6;3;6;3;1;2;5;3;7;7;3;3;9;7;6;3;0;6;6;3;4;4;4;9;4;2;9;9;7;5;4;5;3;4;4;5;8;7;1;2;5;5;10;6;9;6;5;3;7;4;6;3;9;12;15;17;28;15;23;22;40;28;35;22;9;25;35;15;15;20;33;14;17;17;28;21;20;19;36;5;29;12;8;13;23;21;24;21;17;25;20;31;6;19;9;12;14;22;36;22;12;25;24;21;23;17;25;6;8;55;47;31;29;28;24;22;18;15;31;25;16;36;26;47;26;23;8;18;31;10;34;22;15;22;14;33;21;23;18;24;20;18;13;16;8;29;18;33;7;10;32;15;19;18;27;28;32;24;42;20;20;25;23;8;7;20;19;52;13;27;38;22;34;17;18;18;29;29;24;50;26;22;51;39;20;17;20;29;21;21;34;25;22;46;18;32;31;25;36;26;58;40;23;45;44;15;26;37;23;60;35;43;65;45;28;59;56;22;79;48;55;24;57;44;77;65;50;42;41;21;96;55;74;63;123;89;92;151;65;118;116;136;157;203;203;152;148;203;210;195;191;109;331;172;215;269;219;199;253;245;245;178;315;242;189;141;135;228;351;278;284;218;348;339;286;412;308;222;197;144;233;277;200;163;601;606;560;503;437;499;286;743;237;564;935;484;289;533;323;701;258;724;334;317;290;314;207;868;662;308;707;470;696;361;851;461;733;667;765;868;546;378;532;550;458;602;305;778;281;265;271;537;595;310;260;504;350;134;614;725;342;680;740;527;711;681;285;414;794;712;324;385;259;274;749;799;906;271;228;735;555;809;663;259;615;326;310;509;339;513;405;776;493;533;625;428;368;527;119;475;56;103;253;107;284
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;0;0;0;0;0;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
